Generation # 44  Max Fitness: 0.0022574167763102417
Generation # 45  Max Fitness: 0.0022574167763102417
Generation # 46  Max Fitness: 0.0022574167763102417
Generation # 47  Max Fitness: 0.0022574167763102417
Generation # 48  Max Fitness: 0.0022574167763102417
Generation # 49  Max Fitness: 0.0022574167763102417
Accuracy:  93.0 %
36 <= node_count < 67
Population: 2  Node Count: 38
1.28833271661442e-09 1.28833271661442e-09
Generation # 0  Max Fitness: 0.0014841907880572254
New Best Fitness
Generation # 1  Max Fitness: 0.0014841907880572254
Generation # 2  Max Fitness: 0.0014841907880572254
Generation # 3  Max Fitness: 0.0014841907880572254
Generation # 4  Max Fitness: 0.0014841907880572254
Generation # 5  Max Fitness: 0.0014841907880572254
Generation # 6  Max Fitness: 0.0014841907880572254
Generation # 7  Max Fitness: 0.0015250400758019197
New Best Fitness
Generation # 8  Max Fitness: 0.0028082725843913015
New Best Fitness
Generation # 9  Max Fitness: 0.0028082725843913015
Generation # 10  Max Fitness: 0.0028082725843913015
Generation # 11  Max Fitness: 0.0028082725843913015
Generation # 12  Max Fitness: 0.0028082725843913015
Generation # 13  Max Fitness: 0.0028082725843913015
Generation # 14  Max Fitness: 0.0028082725843913015
Generation # 15  Max Fitness: 0.0028082725843913015
Generation # 16  Max Fitness: 0.0028082725843913015
Generation # 17  Max Fitness: 0.0028082725843913015
Generation # 18  Max Fitness: 0.0028082725843913015
Generation # 19  Max Fitness: 0.0028082725843913015
Generation # 20  Max Fitness: 0.0028082725843913015
Generation # 21  Max Fitness: 0.0028082725843913015
Generation # 22  Max Fitness: 0.0028082725843913015
Generation # 23  Max Fitness: 0.0028082725843913015
Generation # 24  Max Fitness: 0.0028082725843913015
Generation # 25  Max Fitness: 0.002250747880137146
Generation # 26  Max Fitness: 0.002250747880137146
Generation # 27  Max Fitness: 0.002250747880137146
Generation # 28  Max Fitness: 0.002250747880137146
Generation # 29  Max Fitness: 0.002250747880137146
Generation # 30  Max Fitness: 0.002250747880137146
Generation # 31  Max Fitness: 0.002250747880137146
Generation # 32  Max Fitness: 0.002250747880137146
Generation # 33  Max Fitness: 0.002250747880137146
Generation # 34  Max Fitness: 0.002250747880137146
Generation # 35  Max Fitness: 0.002250747880137146
Generation # 36  Max Fitness: 0.002250747880137146
Generation # 37  Max Fitness: 0.002250747880137146
Generation # 38  Max Fitness: 0.002250747880137146
Generation # 39  Max Fitness: 0.002250747880137146
Generation # 40  Max Fitness: 0.002250747880137146
Generation # 41  Max Fitness: 0.002250747880137146
Generation # 42  Max Fitness: 0.002250747880137146
Generation # 43  Max Fitness: 0.002250747880137146
Generation # 44  Max Fitness: 0.002250747880137146
Generation # 45  Max Fitness: 0.002250747880137146
Generation # 46  Max Fitness: 0.002250747880137146
Generation # 47  Max Fitness: 0.002250747880137146
Generation # 48  Max Fitness: 0.002250747880137146
Generation # 49  Max Fitness: 0.002250747880137146
Accuracy:  96.0 %
38 <= node_count < 67
Population: 3  Node Count: 39
1.1487633389811913e-09 1.1487633389811913e-09
Generation # 0  Max Fitness: 0.0010655728734769825
New Best Fitness
Generation # 1  Max Fitness: 0.0010655728734769825
Generation # 2  Max Fitness: 0.0010655728734769825
Generation # 3  Max Fitness: 0.001396885447583271
New Best Fitness
Generation # 4  Max Fitness: 0.001396885447583271
Generation # 5  Max Fitness: 0.001396885447583271
Generation # 6  Max Fitness: 0.001396885447583271
Generation # 7  Max Fitness: 0.001396885447583271
Generation # 8  Max Fitness: 0.0018986179915341664
New Best Fitness
Generation # 9  Max Fitness: 0.0018986179915341664
Generation # 10  Max Fitness: 0.0018986179915341664
Generation # 11  Max Fitness: 0.0018986179915341664
Generation # 12  Max Fitness: 0.0018986179915341664
Generation # 13  Max Fitness: 0.0018986179915341664
Generation # 14  Max Fitness: 0.0018986179915341664
Generation # 15  Max Fitness: 0.0018986179915341664
Generation # 16  Max Fitness: 0.00143907987893354
Generation # 17  Max Fitness: 0.00143907987893354
Generation # 18  Max Fitness: 0.0014483047499523449
Generation # 19  Max Fitness: 0.0016372140651635203
Generation # 20  Max Fitness: 0.0016372140651635203
Generation # 21  Max Fitness: 0.0016372140651635203
Generation # 22  Max Fitness: 0.0016372140651635203
Generation # 23  Max Fitness: 0.0019496924312016042
New Best Fitness
Generation # 24  Max Fitness: 0.0019496924312016042
Generation # 25  Max Fitness: 0.0019496924312016042
Generation # 26  Max Fitness: 0.0019496924312016042
Generation # 27  Max Fitness: 0.002202170587760085
New Best Fitness
Generation # 28  Max Fitness: 0.002202170587760085
Generation # 29  Max Fitness: 0.002202170587760085
Generation # 30  Max Fitness: 0.002202170587760085
Generation # 31  Max Fitness: 0.002202170587760085
Generation # 32  Max Fitness: 0.002202170587760085
Generation # 33  Max Fitness: 0.002202170587760085
Generation # 34  Max Fitness: 0.002202170587760085
Generation # 35  Max Fitness: 0.002202170587760085
Generation # 36  Max Fitness: 0.002202170587760085
Generation # 37  Max Fitness: 0.002202170587760085
Generation # 38  Max Fitness: 0.002202170587760085
Generation # 39  Max Fitness: 0.002202170587760085
Generation # 40  Max Fitness: 0.002202170587760085
Generation # 41  Max Fitness: 0.0019496924312016042
Generation # 42  Max Fitness: 0.0019496924312016042
Generation # 43  Max Fitness: 0.0019496924312016042
Generation # 44  Max Fitness: 0.0019496924312016042
Generation # 45  Max Fitness: 0.0017246987862027923
Generation # 46  Max Fitness: 0.0017246987862027923
Generation # 47  Max Fitness: 0.0018368743170127301
Generation # 48  Max Fitness: 0.0021864407978475133
Generation # 49  Max Fitness: 0.0021864407978475133
Accuracy:  96.0 %
39 <= node_count < 67
Population: 4  Node Count: 56
6.010335084999677e-13 6.010335084999677e-13
Generation # 0  Max Fitness: 0.0001310710212873216
New Best Fitness
Generation # 1  Max Fitness: 0.00076098456914837
New Best Fitness
Generation # 2  Max Fitness: 0.00076098456914837
Generation # 3  Max Fitness: 0.00076098456914837
Generation # 4  Max Fitness: 0.00076098456914837
Generation # 5  Max Fitness: 0.00076098456914837
Generation # 6  Max Fitness: 0.00076098456914837
Generation # 7  Max Fitness: 0.00076098456914837
Generation # 8  Max Fitness: 0.00076098456914837
Generation # 9  Max Fitness: 0.00076098456914837
Generation # 10  Max Fitness: 0.00076098456914837
Generation # 11  Max Fitness: 0.00076098456914837
Generation # 12  Max Fitness: 0.00076098456914837
Generation # 13  Max Fitness: 0.00076098456914837
Generation # 14  Max Fitness: 0.0002612765896263759
Generation # 15  Max Fitness: 0.00029420607716193156
Generation # 16  Max Fitness: 0.00029420607716193156
Generation # 17  Max Fitness: 0.00029420607716193156
Generation # 18  Max Fitness: 0.00029420607716193156
Generation # 19  Max Fitness: 0.00029420607716193156
Generation # 20  Max Fitness: 0.00029420607716193156
Generation # 21  Max Fitness: 0.00029420607716193156
Generation # 22  Max Fitness: 0.00029420607716193156
Generation # 23  Max Fitness: 0.00029420607716193156
Generation # 24  Max Fitness: 0.00029420607716193156
Generation # 25  Max Fitness: 0.00029420607716193156
Generation # 26  Max Fitness: 0.00029420607716193156
Generation # 27  Max Fitness: 0.00029420607716193156
Generation # 28  Max Fitness: 0.00029420607716193156
Generation # 29  Max Fitness: 0.00029420607716193156
Generation # 30  Max Fitness: 0.00029420607716193156
Generation # 31  Max Fitness: 0.00029420607716193156
Generation # 32  Max Fitness: 0.00035330973588563395
Generation # 33  Max Fitness: 0.00035330973588563395
Generation # 34  Max Fitness: 0.00035330973588563395
Generation # 35  Max Fitness: 0.00043814074260423034
Generation # 36  Max Fitness: 0.00043814074260423034
Generation # 37  Max Fitness: 0.00043814074260423034
Generation # 38  Max Fitness: 0.000439493028846836
Generation # 39  Max Fitness: 0.000439493028846836
Generation # 40  Max Fitness: 0.000439493028846836
Generation # 41  Max Fitness: 0.000439493028846836
Generation # 42  Max Fitness: 0.000439493028846836
Generation # 43  Max Fitness: 0.000439493028846836
Generation # 44  Max Fitness: 0.000439493028846836
Generation # 45  Max Fitness: 0.000439493028846836
Generation # 46  Max Fitness: 0.000439493028846836
Generation # 47  Max Fitness: 0.000439493028846836
Generation # 48  Max Fitness: 0.000439493028846836
Generation # 49  Max Fitness: 0.000439493028846836
Accuracy:  97.0 %
Replaced  0.0007308182135808413  with  0.00076098456914837
39 <= node_count < 56
Population: 5  Node Count: 41
8.901620807618364e-10 8.901620807618364e-10
Generation # 0  Max Fitness: 0.00012776042049337814
New Best Fitness
Generation # 1  Max Fitness: 0.0005106642815599114
New Best Fitness
Generation # 2  Max Fitness: 0.0005106642815599114
Generation # 3  Max Fitness: 0.0005106642815599114
Generation # 4  Max Fitness: 0.0005106642815599114
Generation # 5  Max Fitness: 0.0005106642815599114
Generation # 6  Max Fitness: 0.000683051696477819
New Best Fitness
Generation # 7  Max Fitness: 0.0009447289208858363
New Best Fitness
Generation # 8  Max Fitness: 0.0009447289208858363
Generation # 9  Max Fitness: 0.0010146467932900308
New Best Fitness
Generation # 10  Max Fitness: 0.0010146467932900308
Generation # 11  Max Fitness: 0.0010146467932900308
Generation # 12  Max Fitness: 0.0010146467932900308
Generation # 13  Max Fitness: 0.0010146467932900308
Generation # 14  Max Fitness: 0.0013021300513888728
New Best Fitness
Generation # 15  Max Fitness: 0.0013021300513888728
Generation # 16  Max Fitness: 0.0013021300513888728
Generation # 17  Max Fitness: 0.002235820457738932
New Best Fitness
Generation # 18  Max Fitness: 0.002235820457738932
Generation # 19  Max Fitness: 0.002267349410126007
New Best Fitness
Generation # 20  Max Fitness: 0.002267349410126007
Generation # 21  Max Fitness: 0.002267349410126007
Generation # 22  Max Fitness: 0.002267349410126007
Generation # 23  Max Fitness: 0.002267349410126007
Generation # 24  Max Fitness: 0.002267349410126007
Generation # 25  Max Fitness: 0.002267349410126007
Generation # 26  Max Fitness: 0.002267349410126007
Generation # 27  Max Fitness: 0.002267349410126007
Generation # 28  Max Fitness: 0.002267349410126007
Generation # 29  Max Fitness: 0.002483824350828433
New Best Fitness
Generation # 30  Max Fitness: 0.002483824350828433
Generation # 31  Max Fitness: 0.002483824350828433
Generation # 32  Max Fitness: 0.0026992254882452463
New Best Fitness
Generation # 33  Max Fitness: 0.0026992254882452463
Generation # 34  Max Fitness: 0.0026992254882452463
Generation # 35  Max Fitness: 0.0026992254882452463
Generation # 36  Max Fitness: 0.0026992254882452463
Generation # 37  Max Fitness: 0.004545702661520306
New Best Fitness
Generation # 38  Max Fitness: 0.00334172557119298
Generation # 39  Max Fitness: 0.00334172557119298
Generation # 40  Max Fitness: 0.00334172557119298
Generation # 41  Max Fitness: 0.002586009204131777
Generation # 42  Max Fitness: 0.002586009204131777
Generation # 43  Max Fitness: 0.002586009204131777
Generation # 44  Max Fitness: 0.00540083484537066
New Best Fitness
Generation # 45  Max Fitness: 0.00540083484537066
Generation # 46  Max Fitness: 0.00540083484537066
Generation # 47  Max Fitness: 0.00540083484537066
Generation # 48  Max Fitness: 0.00540083484537066
Generation # 49  Max Fitness: 0.00540083484537066
Accuracy:  98.0 %
Replaced  0.00076098456914837  with  0.00540083484537066
39 <= node_count < 41
Population: 6  Node Count: 40
3.365321480062295e-10 3.365321480062295e-10
Generation # 0  Max Fitness: 0.0012776116901365327
New Best Fitness
Generation # 1  Max Fitness: 0.0012776116901365327
Generation # 2  Max Fitness: 0.0012776116901365327
Generation # 3  Max Fitness: 0.0012776116901365327
Generation # 4  Max Fitness: 0.0012776116901365327
Generation # 5  Max Fitness: 0.0012776116901365327
Generation # 6  Max Fitness: 0.0012776116901365327
Generation # 7  Max Fitness: 0.001333160024490295
New Best Fitness
Generation # 8  Max Fitness: 0.001333160024490295
Generation # 9  Max Fitness: 0.001333160024490295
Generation # 10  Max Fitness: 0.001333160024490295
Generation # 11  Max Fitness: 0.001333160024490295
Generation # 12  Max Fitness: 0.001333160024490295
Generation # 13  Max Fitness: 0.001333160024490295
Generation # 14  Max Fitness: 0.001333160024490295
Generation # 15  Max Fitness: 0.001333160024490295
Generation # 16  Max Fitness: 0.001333160024490295
Generation # 17  Max Fitness: 0.001333160024490295
Generation # 18  Max Fitness: 0.001333160024490295
Generation # 19  Max Fitness: 0.001333160024490295
Generation # 20  Max Fitness: 0.0013604520519940081
New Best Fitness
Generation # 21  Max Fitness: 0.0013604520519940081
Generation # 22  Max Fitness: 0.0013604520519940081
Generation # 23  Max Fitness: 0.0018252027529857499
New Best Fitness
Generation # 24  Max Fitness: 0.0013604520519940081
Generation # 25  Max Fitness: 0.001506962272977978
Generation # 26  Max Fitness: 0.0015225784623352629
Generation # 27  Max Fitness: 0.0015225784623352629
Generation # 28  Max Fitness: 0.0015225784623352629
Generation # 29  Max Fitness: 0.0015225784623352629
Generation # 30  Max Fitness: 0.0015225784623352629
Generation # 31  Max Fitness: 0.0015225784623352629
Generation # 32  Max Fitness: 0.0015225784623352629
Generation # 33  Max Fitness: 0.0015225784623352629
Generation # 34  Max Fitness: 0.0015225784623352629
Generation # 35  Max Fitness: 0.0015225784623352629
Generation # 36  Max Fitness: 0.0017588029322068315
Generation # 37  Max Fitness: 0.0017588029322068315
Generation # 38  Max Fitness: 0.0017588029322068315
Generation # 39  Max Fitness: 0.0017588029322068315
Generation # 40  Max Fitness: 0.0017588029322068315
Generation # 41  Max Fitness: 0.0017588029322068315
Generation # 42  Max Fitness: 0.0017588029322068315
Generation # 43  Max Fitness: 0.0018252027529857499
Generation # 44  Max Fitness: 0.0018252027529857499
Generation # 45  Max Fitness: 0.0018252027529857499
Generation # 46  Max Fitness: 0.0018252027529857499
Generation # 47  Max Fitness: 0.0018252027529857499
Generation # 48  Max Fitness: 0.0018252027529857499
Generation # 49  Max Fitness: 0.0018252027529857499
Accuracy:  96.0 %
40 <= node_count < 41
Population: 7  Node Count: 40
3.2724850254398867e-10 3.2724850254398867e-10
Generation # 0  Max Fitness: 0.0011837545921717025
New Best Fitness
Generation # 1  Max Fitness: 0.0011837545921717025
Generation # 2  Max Fitness: 0.0011837545921717025
Generation # 3  Max Fitness: 0.0011837545921717025
Generation # 4  Max Fitness: 0.0011837545921717025
Generation # 5  Max Fitness: 0.0011837545921717025
Generation # 6  Max Fitness: 0.0011837545921717025
Generation # 7  Max Fitness: 0.0011837545921717025
Generation # 8  Max Fitness: 0.0011837545921717025
Generation # 9  Max Fitness: 0.0011837545921717025
Generation # 10  Max Fitness: 0.0011837545921717025
Generation # 11  Max Fitness: 0.0011837545921717025
Generation # 12  Max Fitness: 0.0011837545921717025
Generation # 13  Max Fitness: 0.0011837545921717025
Generation # 14  Max Fitness: 0.0011837545921717025
Generation # 15  Max Fitness: 0.0011837545921717025
Generation # 16  Max Fitness: 0.0020638342686820914
New Best Fitness
Generation # 17  Max Fitness: 0.0020638342686820914
Generation # 18  Max Fitness: 0.0020638342686820914
Generation # 19  Max Fitness: 0.0020638342686820914
Generation # 20  Max Fitness: 0.0020638342686820914
Generation # 21  Max Fitness: 0.0020638342686820914
Generation # 22  Max Fitness: 0.0020638342686820914
Generation # 23  Max Fitness: 0.0020638342686820914
Generation # 24  Max Fitness: 0.0020638342686820914
Generation # 25  Max Fitness: 0.0020638342686820914
Generation # 26  Max Fitness: 0.0020638342686820914
Generation # 27  Max Fitness: 0.002069420022751449
New Best Fitness
Generation # 28  Max Fitness: 0.002069420022751449
Generation # 29  Max Fitness: 0.00574194020402565
New Best Fitness
Generation # 30  Max Fitness: 0.00574194020402565
Generation # 31  Max Fitness: 0.00574194020402565
Generation # 32  Max Fitness: 0.0030379323374481637
Generation # 33  Max Fitness: 0.0030379323374481637
Generation # 34  Max Fitness: 0.0030379323374481637
Generation # 35  Max Fitness: 0.004363874555059493
Generation # 36  Max Fitness: 0.004363874555059493
Generation # 37  Max Fitness: 0.004363874555059493
Generation # 38  Max Fitness: 0.006724548848984365
New Best Fitness
Generation # 39  Max Fitness: 0.00334172557119298
Generation # 40  Max Fitness: 0.00334172557119298
Generation # 41  Max Fitness: 0.00334172557119298
Generation # 42  Max Fitness: 0.003548735119850952
Generation # 43  Max Fitness: 0.0036126762931816
Generation # 44  Max Fitness: 0.0036126762931816
Generation # 45  Max Fitness: 0.0036126762931816
Generation # 46  Max Fitness: 0.005994333180026777
Generation # 47  Max Fitness: 0.005994333180026777
Generation # 48  Max Fitness: 0.005994333180026777
Generation # 49  Max Fitness: 0.005994333180026777
Accuracy:  99.0 %
Replaced  0.00540083484537066  with  0.006724548848984365
30 <= node_count < 40
Population: 8  Node Count: 30
9.857831825441227e-08 9.857831825441227e-08
Generation # 0  Max Fitness: 0.0031610477387093174
New Best Fitness
Generation # 1  Max Fitness: 0.006151928951005357
New Best Fitness
Generation # 2  Max Fitness: 0.006151928951005357
Generation # 3  Max Fitness: 0.02072738113371584
New Best Fitness
Generation # 4  Max Fitness: 0.02072738113371584
Generation # 5  Max Fitness: 0.12436428680229504
New Best Fitness
Generation # 6  Max Fitness: 0.12436428680229504
Generation # 7  Max Fitness: 0.12436428680229504
Generation # 8  Max Fitness: 0.12436428680229504
Generation # 9  Max Fitness: 0.12436428680229504
Generation # 10  Max Fitness: 0.12436428680229504
Generation # 11  Max Fitness: 0.12436428680229504
Generation # 12  Max Fitness: 0.16295726004499742
New Best Fitness
Generation # 13  Max Fitness: 0.16295726004499742
Generation # 14  Max Fitness: 0.16295726004499742
Generation # 15  Max Fitness: 0.16295726004499742
Generation # 16  Max Fitness: 0.16295726004499742
Generation # 17  Max Fitness: 0.16295726004499742
Generation # 18  Max Fitness: 0.16295726004499742
Generation # 19  Max Fitness: 0.16295726004499742
Generation # 20  Max Fitness: 0.16295726004499742
Generation # 21  Max Fitness: 0.16295726004499742
Generation # 22  Max Fitness: 0.16295726004499742
Generation # 23  Max Fitness: 0.16295726004499742
Generation # 24  Max Fitness: 0.16295726004499742
Generation # 25  Max Fitness: 0.16295726004499742
Generation # 26  Max Fitness: 0.16295726004499742
Generation # 27  Max Fitness: 0.16295726004499742
Generation # 28  Max Fitness: 0.16295726004499742
Generation # 29  Max Fitness: 0.16295726004499742
Generation # 30  Max Fitness: 0.16295726004499742
Generation # 31  Max Fitness: 0.16295726004499742
Generation # 32  Max Fitness: 0.16295726004499742
Generation # 33  Max Fitness: 0.16295726004499742
Generation # 34  Max Fitness: 0.16295726004499742
Generation # 35  Max Fitness: 0.16295726004499742
Generation # 36  Max Fitness: 0.16295726004499742
Generation # 37  Max Fitness: 0.16295726004499742
Generation # 38  Max Fitness: 0.16295726004499742
Generation # 39  Max Fitness: 0.16295726004499742
Generation # 40  Max Fitness: 0.16295726004499742
Generation # 41  Max Fitness: 0.16295726004499742
Generation # 42  Max Fitness: 0.16295726004499742
Generation # 43  Max Fitness: 0.16295726004499742
Generation # 44  Max Fitness: 0.16295726004499742
Generation # 45  Max Fitness: 0.16295726004499742
Generation # 46  Max Fitness: 0.16295726004499742
Generation # 47  Max Fitness: 0.16295726004499742
Generation # 48  Max Fitness: 0.16295726004499742
Generation # 49  Max Fitness: 0.16295726004499742
Accuracy:  93.0 %
31 <= node_count < 40
Population: 9  Node Count: 34
1.0244619550961872e-08 1.0244619550961872e-08
Generation # 0  Max Fitness: 0.005689638403237618
New Best Fitness
Generation # 1  Max Fitness: 0.005689638403237618
Generation # 2  Max Fitness: 0.005689638403237618
Generation # 3  Max Fitness: 0.005689638403237618
Generation # 4  Max Fitness: 0.005689638403237618
Generation # 5  Max Fitness: 0.005689638403237618
Generation # 6  Max Fitness: 0.005689638403237618
Generation # 7  Max Fitness: 0.003132038538064851
Generation # 8  Max Fitness: 0.005563201994276782
Generation # 9  Max Fitness: 0.005563201994276782
Generation # 10  Max Fitness: 0.005563201994276782
Generation # 11  Max Fitness: 0.004180608829093337
Generation # 12  Max Fitness: 0.004180608829093337
Generation # 13  Max Fitness: 0.004370284398109864
Generation # 14  Max Fitness: 0.004370284398109864
Generation # 15  Max Fitness: 0.004370284398109864
Generation # 16  Max Fitness: 0.004370284398109864
Generation # 17  Max Fitness: 0.004370284398109864
Generation # 18  Max Fitness: 0.004370284398109864
Generation # 19  Max Fitness: 0.004370284398109864
Generation # 20  Max Fitness: 0.004370284398109864
Generation # 21  Max Fitness: 0.004370284398109864
Generation # 22  Max Fitness: 0.004370284398109864
Generation # 23  Max Fitness: 0.004370284398109864
Generation # 24  Max Fitness: 0.004370284398109864
Generation # 25  Max Fitness: 0.004370284398109864
Generation # 26  Max Fitness: 0.004370284398109864
Generation # 27  Max Fitness: 0.004370284398109864
Generation # 28  Max Fitness: 0.004370284398109864
Generation # 29  Max Fitness: 0.004370284398109864
Generation # 30  Max Fitness: 0.006766056479525816
New Best Fitness
Generation # 31  Max Fitness: 0.006766056479525816
Generation # 32  Max Fitness: 0.006766056479525816
Generation # 33  Max Fitness: 0.006766056479525816
Generation # 34  Max Fitness: 0.006766056479525816
Generation # 35  Max Fitness: 0.006766056479525816
Generation # 36  Max Fitness: 0.006766056479525816
Generation # 37  Max Fitness: 0.006766056479525816
Generation # 38  Max Fitness: 0.006766056479525816
Generation # 39  Max Fitness: 0.007625888506311211
New Best Fitness
Generation # 40  Max Fitness: 0.007625888506311211
Generation # 41  Max Fitness: 0.007625888506311211
Generation # 42  Max Fitness: 0.007625888506311211
Generation # 43  Max Fitness: 0.007625888506311211
Generation # 44  Max Fitness: 0.007625888506311211
Generation # 45  Max Fitness: 0.007625888506311211
Generation # 46  Max Fitness: 0.008279536092566459
New Best Fitness
Generation # 47  Max Fitness: 0.008279536092566459
Generation # 48  Max Fitness: 0.008279536092566459
Generation # 49  Max Fitness: 0.008279536092566459
Accuracy:  98.0 %
Replaced  0.006724548848984365  with  0.008279536092566459
31 <= node_count < 34
Population: 10  Node Count: 32
1.6648782638522962e-08 1.6648782638522962e-08
Generation # 0  Max Fitness: 0.008005421162093624
New Best Fitness
Generation # 1  Max Fitness: 0.008005421162093624
Generation # 2  Max Fitness: 0.008005421162093624
Generation # 3  Max Fitness: 0.008005421162093624
Generation # 4  Max Fitness: 0.008005421162093624
Generation # 5  Max Fitness: 0.010103350122789841
New Best Fitness
Generation # 6  Max Fitness: 0.013777295621986147
New Best Fitness
Generation # 7  Max Fitness: 0.013777295621986147
Generation # 8  Max Fitness: 0.013777295621986147
Generation # 9  Max Fitness: 0.013777295621986147
Generation # 10  Max Fitness: 0.014295394932310043
New Best Fitness
Generation # 11  Max Fitness: 0.014295394932310043
Generation # 12  Max Fitness: 0.014295394932310043
Generation # 13  Max Fitness: 0.020013552905234062
New Best Fitness
Generation # 14  Max Fitness: 0.020013552905234062
Generation # 15  Max Fitness: 0.020013552905234062
Generation # 16  Max Fitness: 0.020013552905234062
Generation # 17  Max Fitness: 0.020013552905234062
Generation # 18  Max Fitness: 0.014295394932310043
Generation # 19  Max Fitness: 0.015155025184184762
Generation # 20  Max Fitness: 0.015155025184184762
Generation # 21  Max Fitness: 0.015155025184184762
Generation # 22  Max Fitness: 0.015155025184184762
Generation # 23  Max Fitness: 0.015155025184184762
Generation # 24  Max Fitness: 0.015155025184184762
Generation # 25  Max Fitness: 0.015155025184184762
Generation # 26  Max Fitness: 0.015155025184184762
Generation # 27  Max Fitness: 0.015155025184184762
Generation # 28  Max Fitness: 0.015155025184184762
Generation # 29  Max Fitness: 0.015155025184184762
Generation # 30  Max Fitness: 0.015155025184184762
Generation # 31  Max Fitness: 0.015155025184184762
Generation # 32  Max Fitness: 0.015155025184184762
Generation # 33  Max Fitness: 0.015155025184184762
Generation # 34  Max Fitness: 0.015155025184184762
Generation # 35  Max Fitness: 0.015155025184184762
Generation # 36  Max Fitness: 0.016838916871316403
Generation # 37  Max Fitness: 0.016838916871316403
Generation # 38  Max Fitness: 0.016838916871316403
Generation # 39  Max Fitness: 0.016838916871316403
Generation # 40  Max Fitness: 0.015155025184184762
Generation # 41  Max Fitness: 0.015155025184184762
Generation # 42  Max Fitness: 0.015155025184184762
Generation # 43  Max Fitness: 0.015155025184184762
Generation # 44  Max Fitness: 0.015155025184184762
Generation # 45  Max Fitness: 0.015155025184184762
Generation # 46  Max Fitness: 0.015155025184184762
Generation # 47  Max Fitness: 0.015155025184184762
Generation # 48  Max Fitness: 0.018194139004758237
Generation # 49  Max Fitness: 0.018194139004758237
Accuracy:  94.0 %
32 <= node_count < 34
Population: 11  Node Count: 33
1.8116038109570068e-08 1.8116038109570068e-08
Generation # 0  Max Fitness: 0.004765131644103348
New Best Fitness
Generation # 1  Max Fitness: 0.004765131644103348
Generation # 2  Max Fitness: 0.004765131644103348
Generation # 3  Max Fitness: 0.004765131644103348
Generation # 4  Max Fitness: 0.007147697466155021
New Best Fitness
Generation # 5  Max Fitness: 0.008235002952054447
New Best Fitness
Generation # 6  Max Fitness: 0.008235002952054447
Generation # 7  Max Fitness: 0.008235002952054447
Generation # 8  Max Fitness: 0.008235002952054447
Generation # 9  Max Fitness: 0.010825017988703401
New Best Fitness
Generation # 10  Max Fitness: 0.010825017988703401
Generation # 11  Max Fitness: 0.010825017988703401
Generation # 12  Max Fitness: 0.010825017988703401
Generation # 13  Max Fitness: 0.010825017988703401
Generation # 14  Max Fitness: 0.016470005904108895
New Best Fitness
Generation # 15  Max Fitness: 0.016470005904108895
Generation # 16  Max Fitness: 0.016470005904108895
Generation # 17  Max Fitness: 0.016470005904108895
Generation # 18  Max Fitness: 0.019069190643018576
New Best Fitness
Generation # 19  Max Fitness: 0.04942583545481393
New Best Fitness
Generation # 20  Max Fitness: 0.04942583545481393
Generation # 21  Max Fitness: 0.05766347469728292
New Best Fitness
Generation # 22  Max Fitness: 0.05766347469728292
Generation # 23  Max Fitness: 0.05766347469728292
Generation # 24  Max Fitness: 0.05766347469728292
Generation # 25  Max Fitness: 0.0691961696367395
New Best Fitness
Generation # 26  Max Fitness: 0.0691961696367395
Generation # 27  Max Fitness: 0.0691961696367395
Generation # 28  Max Fitness: 0.0691961696367395
Generation # 29  Max Fitness: 0.0691961696367395
Generation # 30  Max Fitness: 0.0691961696367395
Generation # 31  Max Fitness: 0.0691961696367395
Generation # 32  Max Fitness: 0.0691961696367395
Generation # 33  Max Fitness: 0.0691961696367395
Generation # 34  Max Fitness: 0.0691961696367395
Generation # 35  Max Fitness: 0.0691961696367395
Generation # 36  Max Fitness: 0.0691961696367395
Generation # 37  Max Fitness: 0.0691961696367395
Generation # 38  Max Fitness: 0.0691961696367395
Generation # 39  Max Fitness: 0.0691961696367395
Generation # 40  Max Fitness: 0.0691961696367395
Generation # 41  Max Fitness: 0.0691961696367395
Generation # 42  Max Fitness: 0.0691961696367395
Generation # 43  Max Fitness: 0.0691961696367395
Generation # 44  Max Fitness: 0.0691961696367395
Generation # 45  Max Fitness: 0.07549424401612345
New Best Fitness
Generation # 46  Max Fitness: 0.07549424401612345
Generation # 47  Max Fitness: 0.07549424401612345
Generation # 48  Max Fitness: 0.07549424401612345
Generation # 49  Max Fitness: 0.07549424401612345
Accuracy:  97.0 %
Replaced  0.008279536092566459  with  0.07549424401612345
32 <= node_count < 33
Population: 12  Node Count: 32
1.7289120432312307e-08 1.7289120432312307e-08
Generation # 0  Max Fitness: 0.004576605754324458
New Best Fitness
Generation # 1  Max Fitness: 0.004576605754324458
Generation # 2  Max Fitness: 0.004400582456081209
Generation # 3  Max Fitness: 0.004400582456081209
Generation # 4  Max Fitness: 0.004447456201163125
Generation # 5  Max Fitness: 0.00631459382674365
New Best Fitness
Generation # 6  Max Fitness: 0.010401376714373769
New Best Fitness
Generation # 7  Max Fitness: 0.010401376714373769
Generation # 8  Max Fitness: 0.007828589395420537
Generation # 9  Max Fitness: 0.010401376714373769
Generation # 10  Max Fitness: 0.010401376714373769
Generation # 11  Max Fitness: 0.018194139004758237
New Best Fitness
Generation # 12  Max Fitness: 0.018194139004758237
Generation # 13  Max Fitness: 0.018194139004758237
Generation # 14  Max Fitness: 0.021650035977406803
New Best Fitness
Generation # 15  Max Fitness: 0.021650035977406803
